Воронов Бенедикт Адольфович,Вожатый служебных собак,102-й мотострелковый полк,58208
Макаров Велорий Эдуардович,Начальник лесопильной рамы,2-я артиллерийская батарея,39651
Комаров Исаак Антонинович,Старший оператор,82-я воздушно-десантная дивизия,54420
Фёдоров Владлен Эдуардович,Старший пулеметчик,2-я артиллерийская батарея,16573
Ситников Варлам Яковович,Старший пильщик,3-й танковый батальон,55150
Тетерин Анатолий Юлианович,Стекольщик,2-я артиллерийская батарея,34797
Фомичёв Корнелий Платонович,Старший кок,82-я воздушно-десантная дивизия,55048
Васильев Анатолий Витальевич,Оператор,102-й мотострелковый полк,29947
Мамонтов Вальтер Артёмович,Грейдерист,2-я артиллерийская батарея,57440
Назаров Альфред Адольфович,Бурильщик,102-й мотострелковый полк,34978
Кондратьев Иосиф Богуславович,Гранатометчик,82-я воздушно-десантная дивизия,52835
Горбунов Дмитрий Давидович,Старший механик-водитель,2-я артиллерийская батарея,40945
Тетерин Азарий Евсеевич,Старший сапер,102-й мотострелковый полк,15062
Кононов Абрам Сергеевич,Старший кок,2-я артиллерийская батарея,48308
Степанов Леонтий Борисович,Старший водитель,2-я артиллерийская батарея,37955
Макаров Даниил Тарасович,Маляр,82-я воздушно-десантная дивизия,39176
Костин Геннадий Агафонович,Заправщик,102-й мотострелковый полк,44878
Кузьмин Яков Куприянович,Старший кочегар,3-й танковый батальон,44069
Шубин Герман Агафонович,Старший кладовщик,2-я артиллерийская батарея,15441
Зуев Варлаам Христофорович,Старший маляр,102-й мотострелковый полк,30827
Зиновьев Филипп Натанович,Старший кочегар,82-я воздушно-десантная дивизия,21235
Тимофеев Корнелий Валерьянович,Старший электромонтер,2-я артиллерийская батарея,50740
Ситников Иван Феликсович,Сварщик,2-я артиллерийская батарея,20995
Смирнов Дональд Павлович,Старший стрелок,2-я артиллерийская батарея,53487
Архипов Вилен Пётрович,Старший пильщик,2-я артиллерийская батарея,12919
Кондратьев Лука Матвеевич,Старший электрик,3-й танковый батальон,39622
Константинов Гордей Витальевич,Старший электромонтер,2-я артиллерийская батарея,42752
Буров Артем Романович,Вожатый служебных собак,82-я воздушно-десантная дивизия,13861
Кудрявцев Дмитрий Парфеньевич,Старший вулканизаторщик,2-я артиллерийская батарея,28139
Соколов Фрол Валерьянович,Старший сварщик,3-й танковый батальон,36037
