Рыбаков Игнат Вениаминович,Помощник гранатометчика,102-й мотострелковый полк,13252
Ермаков Даниил Дмитриевич,Старший электрик,102-й мотострелковый полк,29350
Архипов Виталий Натанович,Старший механик-водитель,82-я воздушно-десантная дивизия,13973
Беляков Вячеслав Пантелеймонович,Смазчик,2-я артиллерийская батарея,26825
Ширяев Оскар Юлианович,Сварщик,3-й танковый батальон,28687
Тетерин Ираклий Валерьянович,Монтажник,82-я воздушно-десантная дивизия,33327
Кононов Азарий Романович,Кок,102-й мотострелковый полк,29470
Колобов Натан Евгеньевич,Старший гранатометчик,102-й мотострелковый полк,28071
Соколов Корней Максович,Кладовщик,82-я воздушно-десантная дивизия,25320
Прохоров Пантелеймон Русланович,Старший вулканизаторщик,102-й мотострелковый полк,29545
Ситников Карл Юрьевич,Вьюковожатый,82-я воздушно-десантная дивизия,40414
Ефимов Ян Улебович,Начальник лесопильной рамы,82-я воздушно-десантная дивизия,47486
Сысоев Мартин Степанович,Старший радиотелефонист,3-й танковый батальон,24939
Кононов Харитон Аристархович,Старший вожатый служебных собак,102-й мотострелковый полк,26896
Шашков Илларион Германович,Тракторист,82-я воздушно-десантная дивизия,47301
Ильин Карл Георгиевич,Машинист,82-я воздушно-десантная дивизия,13823
Евсеев Лавр Глебович,Кок,82-я воздушно-десантная дивизия,42967
Быков Лука Эльдарович,Старший кладовщик,3-й танковый батальон,13632
Комаров Фрол Игнатьевич,Смазчик,102-й мотострелковый полк,46115
Соколов Корней Лукьевич,Старший кок,102-й мотострелковый полк,16650
Ермаков Вольдемар Ростиславович,Старший кочегар,102-й мотострелковый полк,10858
Прохоров Тимур Николаевич,Наводчик,3-й танковый батальон,40763
Евсеев Федор Христофорович,Сапер,102-й мотострелковый полк,28667
Блинов Пантелеймон Христофорович,Механик-водитель,102-й мотострелковый полк,46812
Гуляев Дмитрий Игнатьевич,Машинист,102-й мотострелковый полк,36733
Андреев Пантелей Русланович,Старший кузнец,2-я артиллерийская батарея,11696
Носков Емельян Кимович,Дизелист,102-й мотострелковый полк,59749
Филатов Людвиг Русланович,Оператор,102-й мотострелковый полк,15585
Кабанов Ким Давидович,Механик-водитель,3-й танковый батальон,28653
Зиновьев Харитон Николаевич,Старший пулеметчик,3-й танковый батальон,37861
Зыков Владлен Игнатьевич,Старший электромонтер,3-й танковый батальон,21099
Блинов Харитон Германович,Вулканизаторщик,82-я воздушно-десантная дивизия,44037
Васильев Назарий Николаевич,Старший кинорадиомеханик,2-я артиллерийская батарея,48143
Тарасов Геннадий Богданович,Портной,102-й мотострелковый полк,16563
Назаров Игнат Еремеевич,Сварщик,2-я артиллерийская батарея,12438
Беляков Кондратий Натанович,Старший радиотелефонист,2-я артиллерийская батарея,54460
Коновалов Евдоким Игнатьевич,Радиотелеграфист,2-я артиллерийская батарея,17991
Тимофеев Бенедикт Григорьевич,Стекольщик,82-я воздушно-десантная дивизия,29232
Бобров Корней Еремеевич,Грейдерист,102-й мотострелковый полк,57556
Носов Роман Львович,Стекольщик,102-й мотострелковый полк,35068
Елисеев Вилен Семёнович,Вьюковожатый,82-я воздушно-десантная дивизия,43313
Кабанов Мартин Святославович,Пулеметчик,102-й мотострелковый полк,21903
Щукин Федор Павлович,Машинист,82-я воздушно-десантная дивизия,49682
Горбунов Вальтер Тарасович,Старший вожатый служебных собак,2-я артиллерийская батарея,24575
Гордеев Виссарион Кимович,Начальник учебного класса,2-я артиллерийская батарея,53308
Алексеев Рудольф Петрович,Наводчик-оператор,2-я артиллерийская батарея,49832
Аксёнов Вячеслав Кириллович,Маляр,82-я воздушно-десантная дивизия,38319
Кудрявцев Кассиан Пётрович,Портной,102-й мотострелковый полк,10726
Меркушев Май Наумович,Старший пекарь,2-я артиллерийская батарея,37620
Рожков Владислав Евгеньевич,Дизелист,2-я артиллерийская батарея,48337
Гуляев Корней Глебович,Портной,2-я артиллерийская батарея,19661
Горбачёв Альфред Якунович,Дефектовщик,82-я воздушно-десантная дивизия,46446
Дроздов Игнат Владимирович,Старший водитель,82-я воздушно-десантная дивизия,53975
Архипов Иосиф Куприянович,Радиотелефонист,102-й мотострелковый полк,33157
Рябов Мартин Георгиевич,Сварщик,2-я артиллерийская батарея,57491
Хохлов Донат Оскарович,Старший дизелист,102-й мотострелковый полк,31970
Гусев Корней Вячеславович,Дефектовщик,82-я воздушно-десантная дивизия,23670
Носов Лука Вячеславович,Бурильщик,3-й танковый батальон,48720
Королёв Лавр Леонидович,Вожатый служебных собак,2-я артиллерийская батарея,44120
Ермаков Ян Кимович,Вьюковожатый,3-й танковый батальон,17955
Бобров Устин Проклович,Грейдерист,2-я артиллерийская батарея,57077
Дементьев Пантелеймон Павлович,Старший мастер,102-й мотострелковый полк,18044
Авдеев Филипп Антонинович,Старший гранатометчик,3-й танковый батальон,23311
Бобров Тимур Натанович,Слесарь,82-я воздушно-десантная дивизия,24274
Прохоров Юрий Оскарович,Портной,2-я артиллерийская батарея,17038
Гордеев Остап Глебович,Дрессировщик,82-я воздушно-десантная дивизия,49835
Кудрявцев Федор Митрофанович,Пильщик,102-й мотострелковый полк,53022
Рожков Герман Геннадьевич,Разнорабочий,82-я воздушно-десантная дивизия,12233
Комаров Тимур Витальевич,Механик-водитель,3-й танковый батальон,57280
Нестеров Герман Митрофанович,Вьюковожатый,3-й танковый батальон,53351
Гуляев Илларион Владимирович,Кладовщик,102-й мотострелковый полк,48046
Сафонов Вольдемар Аристархович,Помощник начальника автодрома,3-й танковый батальон,10632
Дементьев Ким Яковлевич,Кузнец,82-я воздушно-десантная дивизия,39538
Меркушев Назарий Станиславович,Старший разведчик,102-й мотострелковый полк,15529
Борисов Олег Васильевич,Старший водитель,82-я воздушно-десантная дивизия,55455
Елисеев Эрнест Тимурович,Дизелист,82-я воздушно-десантная дивизия,10940
Рябов Герман Митрофанович,Механик,2-я артиллерийская батарея,12273
Шубин Арсен Богданович,Каменщик,82-я воздушно-десантная дивизия,42715
Авдеев Родион Парфеньевич,Грейдерист,102-й мотострелковый полк,33306
Чернов Назарий Семенович,Медник-жестянщик,82-я воздушно-десантная дивизия,41990
Аксёнов Донат Святославович,Дизелист,3-й танковый батальон,35250
Титов Арсений Всеволодович,Старший патрульный,3-й танковый батальон,31471
Горбунов Дональд Митрофанович,Смазчик,82-я воздушно-десантная дивизия,14960
Родионов Осип Демьянович,Старший заправщик,3-й танковый батальон,23438
Зиновьев Аполлон Георгиевич,Разведчик,102-й мотострелковый полк,16976
Герасимов Ян Митрофанович,Пильщик,3-й танковый батальон,18664
Буров Лука Донатович,Бурильщик,102-й мотострелковый полк,55037
Михеев Устин Кимович,Старший плотник,2-я артиллерийская батарея,48184
Беляков Кассиан Альбертович,Старший дрессировщик,102-й мотострелковый полк,30079
Федосеев Донат Тимурович,Каменщик,102-й мотострелковый полк,53466
Комаров Оскар Юлианович,Вожатый служебных собак,102-й мотострелковый полк,16745
Иванов Евдоким Павлович,Старший инструментальщик,2-я артиллерийская батарея,19670
Ширяев Геннадий Федосеевич,Аппаратчик,82-я воздушно-десантная дивизия,50815
Быков Фрол Натанович,Старший разведчик,2-я артиллерийская батарея,43980
Суханов Азарий Проклович,Радиотелефонист,3-й танковый батальон,51348
Кабанов Гордей Васильевич,Мастер,102-й мотострелковый полк,35887
Архипов Ираклий Олегович,Плотник,2-я артиллерийская батарея,53814
Чернов Панкратий Всеволодович,Старший кузнец,82-я воздушно-десантная дивизия,20170
Ермаков Архип Парфеньевич,Старший механик-водитель,82-я воздушно-десантная дивизия,13357
Елисеев Бенедикт Федотович,Смазчик,3-й танковый батальон,20717
Беляев Олег Христофорович,Дрессировщик,102-й мотострелковый полк,25961
Денисов Елисей Еремеевич,Механик,2-я артиллерийская батарея,23465
Фомичёв Фрол Якунович,Старший гранатометчик,102-й мотострелковый полк,38238
