Дементьев Гордей Пантелеймонович,Старший дизелист,102-й мотострелковый полк,19382
Лыткин Бенедикт Онисимович,Мельник,102-й мотострелковый полк,55779
Комаров Архип Адольфович,Старший механик-водитель,3-й танковый батальон,47922
Кудрявцев Юлиан Еремеевич,Радиотелефонист,82-я воздушно-десантная дивизия,54448
Шашков Абрам Донатович,Маляр,102-й мотострелковый полк,43997
Евсеев Кирилл Леонидович,Разведчик,2-я артиллерийская батарея,55918
Шашков Назарий Макарович,Кок,2-я артиллерийская батарея,57524
Фёдоров Мартин Георгиевич,Старший кинорадиомеханик,3-й танковый батальон,55402
Костин Виссарион Сергеевич,Старший оператор,82-я воздушно-десантная дивизия,23047
Меркушев Герасим Васильевич,Помощник гранатометчика,102-й мотострелковый полк,11289
Лыткин Азарий Пантелеймонович,Старший кок,82-я воздушно-десантная дивизия,49055
Быков Ефим Германович,Начальник лесопильной рамы,2-я артиллерийская батарея,24261
Филиппов Азарий Юлианович,Патрульный,102-й мотострелковый полк,18487
Носков Яков Русланович,Кок,82-я воздушно-десантная дивизия,16383
Елисеев Иннокентий Богуславович,Помощник гранатометчика,102-й мотострелковый полк,48177
Коновалов Остап Всеволодович,Радиотелефонист,3-й танковый батальон,30601
Шубин Лука Семёнович,Старший маляр,3-й танковый батальон,22850
Архипов Вилен Юлианович,Патрульный,2-я артиллерийская батарея,56691
Зуев Аполлон Яковлевич,Старший мастер,82-я воздушно-десантная дивизия,11177
Смирнов Кондратий Васильевич,Бурильщик,3-й танковый батальон,37294
Михеев Велорий Макарович,Дрессировщик,3-й танковый батальон,28940
Королёв Виссарион Проклович,Дефектовщик,2-я артиллерийская батарея,20386
Макаров Филипп Леонидович,Старший дрессировщик,82-я воздушно-десантная дивизия,36597
Прохоров Панкратий Улебович,Кинорадиомеханик,82-я воздушно-десантная дивизия,37330
Лыткин Исаак Натанович,Старший электромонтер,82-я воздушно-десантная дивизия,31974
Ситников Тимур Филиппович,Старший сварщик,82-я воздушно-десантная дивизия,17453
Смирнов Тимур Борисович,Тракторист,82-я воздушно-десантная дивизия,21010
Комаров Ким Христофорович,Старший радиотелефонист,102-й мотострелковый полк,35941
Герасимов Игнат Вениаминович,Водитель,102-й мотострелковый полк,19496
Мамонтов Юрий Валентинович,Заправщик,82-я воздушно-десантная дивизия,54655
Кузьмин Евдоким Олегович,Старший гранатометчик,82-я воздушно-десантная дивизия,23631
Елисеев Азарий Демьянович,Старший заправщик,82-я воздушно-десантная дивизия,28426
Сафонов Донат Христофорович,Оператор,102-й мотострелковый полк,38246
Денисов Демьян Митрофанович,Кузнец,102-й мотострелковый полк,56133
Зиновьев Бенедикт Платонович,Старший сварщик,2-я артиллерийская батарея,57892
Гордеев Иван Антонинович,Старший вожатый служебных собак,82-я воздушно-десантная дивизия,55685
Фомичёв Вольдемар Наумович,Маляр,2-я артиллерийская батарея,32312
Силин Кондрат Эльдарович,Старший маляр,102-й мотострелковый полк,48444
Комаров Вилен Еремеевич,Мастер,2-я артиллерийская батарея,55703
