Авдеев Виссарион Валентинович,Старший портной,102-й мотострелковый полк,10313
Авдеев Гордей Улебович,Разведчик,102-й мотострелковый полк,36019
Авдеев Илларион Тимурович,Радиотелеграфист,102-й мотострелковый полк,58917
Авдеев Касьян Владимирович,Дизелист,102-й мотострелковый полк,49485
Агафонов Кирилл Натанович,Старший вулканизаторщик,102-й мотострелковый полк,28743
Агафонов Рудольф Владимирович,Старший патрульный,102-й мотострелковый полк,39225
Агафонов Юлиан Вадимович,Медник-жестянщик,102-й мотострелковый полк,47919
Аксёнов Арсений Юлианович,Кинорадиомеханик,102-й мотострелковый полк,26778
Аксёнов Вилен Вениаминович,Кузнец,102-й мотострелковый полк,39850
Аксёнов Игнат Львович,Дрессировщик,102-й мотострелковый полк,32958
Аксёнов Кондратий Константинович,Аппаратчик,102-й мотострелковый полк,40835
Аксёнов Мечеслав Владимирович,Старший стрелок,102-й мотострелковый полк,46860
Аксёнов Родион Валентинович,Слесарь,102-й мотострелковый полк,49991
Алексеев Альфред Вениаминович,Старший патрульный,102-й мотострелковый полк,56596
Алексеев Арсен Давидович,Пулеметчик,102-й мотострелковый полк,14334
Алексеев Карл Богуславович,Старший электрик,102-й мотострелковый полк,52895
Алексеев Мартин Игнатьевич,Гранатометчик,102-й мотострелковый полк,55795
Алексеев Яков Романович,Механик-водитель,102-й мотострелковый полк,45173
Андреев Игнат Владимирович,Старший мастер,102-й мотострелковый полк,57426
Андреев Леонтий Филиппович,Старший пекарь,102-й мотострелковый полк,32425
Андреев Осип Львович,Бурильщик,102-й мотострелковый полк,14887
Андреев Остап Донатович,Пулеметчик,102-й мотострелковый полк,46097
Андреев Родион Куприянович,Вулканизаторщик,102-й мотострелковый полк,57432
Андреев Эрнест Русланович,Старший мастер,102-й мотострелковый полк,54967
Архипов Вальтер Дмитриевич,Кузнец,102-й мотострелковый полк,57392
Архипов Виссарион Романович,Дрессировщик,102-й мотострелковый полк,21584
Архипов Натан Вадимович,Слесарь,102-й мотострелковый полк,19615
Архипов Устин Святославович,Старший инструментальщик,102-й мотострелковый полк,38843
Архипов Фрол Мэлорович,Старший вулканизаторщик,102-й мотострелковый полк,18779
Белоусов Азарий Петрович,Оператор,102-й мотострелковый полк,34828
Белоусов Арсений Куприянович,Пекарь,102-й мотострелковый полк,55589
Белоусов Вилен Парфеньевич,Старший кинорадиомеханик,102-й мотострелковый полк,37998
Белоусов Виссарион Эдуардович,Пулеметчик,102-й мотострелковый полк,44040
Белоусов Вячеслав Константинович,Старший столяр,102-й мотострелковый полк,40121
Белоусов Даниил Адольфович,Старший механик-водитель,102-й мотострелковый полк,13772
Белоусов Дмитрий Давидович,Мельник,102-й мотострелковый полк,48414
Белоусов Исаак Богуславович,Старший стрелок,102-й мотострелковый полк,32330
Белоусов Корнелий Кириллович,Старший кинорадиомеханик,102-й мотострелковый полк,51865
Белоусов Лавр Евсеевич,Старший электромонтер,102-й мотострелковый полк,43954
Белоусов Лука Фролович,Старший радиотелефонист,102-й мотострелковый полк,10994
Белоусов Май Геннадьевич,Наводчик-оператор,102-й мотострелковый полк,32107
Белоусов Пантелей Святославович,Портной,102-й мотострелковый полк,36456
Беляев Виталий Федорович,Пекарь,102-й мотострелковый полк,56388
Беляев Евдоким Борисович,Старший сапер,102-й мотострелковый полк,59681
Беляев Пантелеймон Вениаминович,Старший стрелок,102-й мотострелковый полк,53544
Беляев Прохор Вадимович,Аппаратчик,102-й мотострелковый полк,39809
Беляков Арсений Ростиславович,Старший патрульный,102-й мотострелковый полк,35606
Беляков Артем Семенович,Начальник учебного класса,102-й мотострелковый полк,53037
Беляков Велорий Тихонович,Старший оператор,102-й мотострелковый полк,27346
Беляков Исаак Альвианович,Вулканизаторщик,102-й мотострелковый полк,29067
Беляков Кондрат Ростиславович,Смазчик,102-й мотострелковый полк,57837
Беляков Панкратий Кириллович,Старший вулканизаторщик,102-й мотострелковый полк,29630
Беляков Пантелей Тихонович,Огнеметчик,102-й мотострелковый полк,14572
Блинов Анатолий Степанович,Радиотелефонист,102-й мотострелковый полк,20778
Блинов Дмитрий Петрович,Старший сапер,102-й мотострелковый полк,27210
Блинов Иннокентий Лукьевич,Грейдерист,102-й мотострелковый полк,12138
Блинов Осип Петрович,Вулканизаторщик,102-й мотострелковый полк,32921
Бобров Вячеслав Русланович,Старший кузнец,102-й мотострелковый полк,12359
Бобров Донат Макарович,Старший дизелист,102-й мотострелковый полк,31782
Бобров Ираклий Витальевич,Старший дизелист,102-й мотострелковый полк,41196
Бобров Натан Николаевич,Старший кузнец,102-й мотострелковый полк,48026
Бобров Юлиан Кириллович,Старший пулеметчик,102-й мотострелковый полк,46506
Борисов Артем Пётрович,Помощник гранатометчика,102-й мотострелковый полк,54896
Борисов Геннадий Григорьевич,Старший маляр,102-й мотострелковый полк,53315
Борисов Денис Константинович,Кузнец,102-й мотострелковый полк,39882
Борисов Елисей Оскарович,Старший гранатометчик,102-й мотострелковый полк,11637
Борисов Панкратий Николаевич,Кочегар,102-й мотострелковый полк,38088
Борисов Родион Михайлович,Заправщик,102-й мотострелковый полк,39874
Борисов Рудольф Эльдарович,Мастер,102-й мотострелковый полк,37274
Буров Виссарион Евгеньевич,Старший инструментальщик,102-й мотострелковый полк,26789
Буров Владислав Миронович,Крановщик,102-й мотострелковый полк,18571
Буров Ираклий Русланович,Грейдерист,102-й мотострелковый полк,29962
Буров Роман Пантелеймонович,Старший кузнец,102-й мотострелковый полк,51666
Быков Варлам Онисимович,Разведчик,102-й мотострелковый полк,44893
Быков Касьян Матвеевич,Кок,102-й мотострелковый полк,25390
Быков Натан Аристархович,Пильщик,102-й мотострелковый полк,23449
Быков Юрий Дмитрьевич,Старший радиотелеграфист,102-й мотострелковый полк,58747
Васильев Гавриил Якунович,Механик,102-й мотострелковый полк,25383
Васильев Герасим Русланович,Старший кок,102-й мотострелковый полк,15808
Васильев Демьян Якунович,Тракторист,102-й мотострелковый полк,47934
Васильев Илларион Георгиевич,Старший кладовщик,102-й мотострелковый полк,11733
Васильев Карл Альбертович,Старший радиотелефонист,102-й мотострелковый полк,34894
Васильев Кондратий Миронович,Старший радиотелефонист,102-й мотострелковый полк,15821
