Воронов Юрий Альбертович,Старший водитель,82-я воздушно-десантная дивизия,24401
Ермаков Станислав Христофорович,Старший портной,3-й танковый батальон,31337
Иванов Игнат Игнатьевич,Стрелок,3-й танковый батальон,19340
Горбунов Герман Игнатьевич,Дизелист,3-й танковый батальон,24942
Фадеев Юлиан Валерьянович,Старший стрелок,102-й мотострелковый полк,12901
Сафонов Мартин Эльдарович,Заправщик,3-й танковый батальон,38090
Гуляев Анатолий Евгеньевич,Вожатый служебных собак,2-я артиллерийская батарея,37852
Авдеев Людвиг Улебович,Гранатометчик,102-й мотострелковый полк,24239
Бобров Тимур Улебович,Старший механик-водитель,82-я воздушно-десантная дивизия,12721
Соколов Бенедикт Пантелеймонович,Старший электрик,82-я воздушно-десантная дивизия,50597
Савин Вальтер Петрович,Крановщик,102-й мотострелковый полк,43345
Рыбаков Игнат Эльдарович,Старший портной,82-я воздушно-десантная дивизия,27337
Рябов Иосиф Романович,Помощник гранатометчика,2-я артиллерийская батарея,56173
Тимофеев Донат Владимирович,Маляр,3-й танковый батальон,32532
Рожков Владислав Георгиевич,Старший пулеметчик,102-й мотострелковый полк,56754
Щукин Филипп Олегович,Портной,2-я артиллерийская батарея,57753
Сафонов Эрнест Юлианович,Радиотелеграфист,82-я воздушно-десантная дивизия,17598
Беляев Герасим Платонович,Гранатометчик,2-я артиллерийская батарея,53188
Андреев Гордей Станиславович,Старший заправщик,2-я артиллерийская батарея,21343
Хохлов Харитон Филиппович,Оператор,2-я артиллерийская батарея,45771
Герасимов Аполлон Агафонович,Наводчик-оператор,3-й танковый батальон,11788
Белоусов Людвиг Тарасович,Слесарь,82-я воздушно-десантная дивизия,20105
Аксёнов Демьян Антонович,Механик-водитель,3-й танковый батальон,57304
Сергеев Виталий Натанович,Старший электрик,102-й мотострелковый полк,51261
Денисов Архип Яковлевич,Смазчик,2-я артиллерийская батарея,23428
Ермаков Гордей Аристархович,Закройщик,102-й мотострелковый полк,46878
Федосеев Иннокентий Тарасович,Старший кочегар,3-й танковый батальон,56540
Беляев Исаак Глебович,Старший водитель,102-й мотострелковый полк,41929
Мамонтов Вячеслав Федорович,Старший сапожник,3-й танковый батальон,12709
Авдеев Роман Феликсович,Слесарь,102-й мотострелковый полк,49227
Зимин Олег Валентинович,Дрессировщик,82-я воздушно-десантная дивизия,28122
Тарасов Варлаам Тимурович,Пильщик,82-я воздушно-десантная дивизия,21492
Горбунов Кондрат Онисимович,Монтажник,3-й танковый батальон,41226
Архипов Натан Сергеевич,Радиотелефонист,3-й танковый батальон,30042
Алексеев Ираклий Тихонович,Вьюковожатый,102-й мотострелковый полк,59731
Щукин Пантелеймон Вячеславович,Дизелист,3-й танковый батальон,15049
Кудрявцев Иннокентий Пантелеймонович,Дизелист,102-й мотострелковый полк,46701
Кудрявцев Лавр Кириллович,Аппаратчик,2-я артиллерийская батарея,31027
Блинов Оскар Антонович,Дрессировщик,3-й танковый батальон,20172
Бобров Лука Натанович,Монтажник,2-я артиллерийская батарея,41297
Рожков Архип Натанович,Старший стрелок,82-я воздушно-десантная дивизия,48528
Зыков Вилли Юрьевич,Сапожник,102-й мотострелковый полк,51092
Дроздов Роман Платонович,Старший кузнец,2-я артиллерийская батарея,33207
Рыбаков Ираклий Евгеньевич,Старший радиотелефонист,102-й мотострелковый полк,19561
Прохоров Ян Тимурович,Стрелок,82-я воздушно-десантная дивизия,55780
Горбунов Евдоким Федорович,Гранатометчик,3-й танковый батальон,36692
Архипов Венедикт Кимович,Гранатометчик,82-я воздушно-десантная дивизия,49247
Тетерин Вячеслав Филиппович,Старший пекарь,102-й мотострелковый полк,26345
Иванов Демьян Сергеевич,Вьюковожатый,82-я воздушно-десантная дивизия,23554
Зуев Вилли Давидович,Мельник,82-я воздушно-десантная дивизия,42819
Архипов Вальтер Степанович,Кок,102-й мотострелковый полк,14512
Шубин Венедикт Глебович,Начальник лесопильной рамы,2-я артиллерийская батарея,43325
Кузнецов Кондратий Германович,Старший кладовщик,82-я воздушно-десантная дивизия,53388
Щукин Панкратий Натанович,Маляр,82-я воздушно-десантная дивизия,57434
Комаров Иосиф Феликсович,Старший сапожник,3-й танковый батальон,51667
Рожков Альфред Альвианович,Старший сапер,82-я воздушно-десантная дивизия,29157
Гуляев Азарий Игнатьевич,Вьюковожатый,102-й мотострелковый полк,42689
Михеев Мартин Леонидович,Дизелист,2-я артиллерийская батарея,30564
Степанов Ян Игнатьевич,Наводчик,3-й танковый батальон,15804
Ильин Демьян Филиппович,Сапожник,102-й мотострелковый полк,17537
Константинов Гордей Андреевич,Номер расчета,102-й мотострелковый полк,44951
Прохоров Давид Петрович,Огнеметчик,82-я воздушно-десантная дивизия,31612
Филиппов Прохор Глебович,Старший пулеметчик,102-й мотострелковый полк,48957
Кононов Натан Улебович,Старший сварщик,2-я артиллерийская батарея,31337
Гусев Владлен Эдуардович,Старший патрульный,102-й мотострелковый полк,44480
Колобов Остап Михайлович,Монтажник,2-я артиллерийская батарея,40805
Ермаков Дмитрий Юрьевич,Старший электромонтер,2-я артиллерийская батарея,27050
Кудрявцев Роман Митрофанович,Старший кок,3-й танковый батальон,32878
Сысоев Мечеслав Дмитриевич,Старший сапер,102-й мотострелковый полк,33251
Бобров Денис Святославович,Медник-жестянщик,82-я воздушно-десантная дивизия,43113
Ширяев Вячеслав Васильевич,Пулеметчик,3-й танковый батальон,26847
Денисов Варлам Христофорович,Закройщик,3-й танковый батальон,11167
Агафонов Герман Улебович,Старший портной,3-й танковый батальон,41172
Мамонтов Назарий Тимурович,Старший дизелист,82-я воздушно-десантная дивизия,10773
Беляев Анатолий Евгеньевич,Старший кинорадиомеханик,3-й танковый батальон,50938
Коновалов Елисей Филиппович,Старший радиотелеграфист,3-й танковый батальон,28405
Горбачёв Дмитрий Якунович,Гранатометчик,82-я воздушно-десантная дивизия,55592
Чернов Варлаам Львович,Старший гранатометчик,3-й танковый батальон,54473
Гордеев Людвиг Эдуардович,Старший электромонтер,2-я артиллерийская батарея,48351
Козлов Корнелий Оскарович,Старший дизелист,2-я артиллерийская батарея,43033
Соколов Олег Павлович,Старший вулканизаторщик,102-й мотострелковый полк,43048
Воронов Пантелеймон Святославович,Старший заправщик,102-й мотострелковый полк,27177
Тетерин Геннадий Феликсович,Старший патрульный,102-й мотострелковый полк,19174
Коновалов Давид Антонинович,Патрульный,82-я воздушно-десантная дивизия,10196
Колобов Станислав Глебович,Сапожник,102-й мотострелковый полк,59123
Тетерин Касьян Матвеевич,Старший водитель,2-я артиллерийская батарея,13931
Лыткин Архип Валентинович,Старший заправщик,82-я воздушно-десантная дивизия,17430
Денисов Вилен Вениаминович,Дизелист,102-й мотострелковый полк,22978
Носков Федор Федосеевич,Слесарь,2-я артиллерийская батарея,51924
Елисеев Харитон Борисович,Крановщик,2-я артиллерийская батарея,52598
Кузьмин Роман Витальевич,Старший гранатометчик,3-й танковый батальон,16698
Борисов Давид Дмитрьевич,Монтажник,3-й танковый батальон,24456
Зуев Альфред Эдуардович,Старший сапер,2-я артиллерийская батарея,27579
Кузьмин Оскар Демьянович,Крановщик,2-я артиллерийская батарея,36194
Горбачёв Станислав Эдуардович,Старший электромонтер,2-я артиллерийская батарея,15320
Кабанов Назарий Адольфович,Разведчик,3-й танковый батальон,14421
Костин Карл Якунович,Мельник,2-я артиллерийская батарея,51157
Носков Корней Валерьянович,Вулканизаторщик,82-я воздушно-десантная дивизия,13277
Кононов Аполлон Борисович,Старший дрессировщик,2-я артиллерийская батарея,47579
Воронов Мечеслав Леонидович,Механик,82-я воздушно-десантная дивизия,48178
Степанов Филипп Эльдарович,Старший электромонтер,3-й танковый батальон,21431
Титов Абрам Якунович,Радиотелеграфист,82-я воздушно-десантная дивизия,48646
Ситников Архип Вадимович,Старший пулеметчик,82-я воздушно-десантная дивизия,53167
Сысоев Остап Федосеевич,Старший электромонтер,82-я воздушно-десантная дивизия,23231
Колобов Вилли Игнатьевич,Старший портной,102-й мотострелковый полк,17829
Дроздов Ефим Платонович,Портной,2-я артиллерийская батарея,24789
Чернов Арсений Федосеевич,Старший сварщик,3-й танковый батальон,23982
Дроздов Арсен Митрофанович,Радиотелефонист,3-й танковый батальон,23401
Назаров Вольдемар Германович,Старший кочегар,102-й мотострелковый полк,17822
Алексеев Устин Агафонович,Аппаратчик,2-я артиллерийская батарея,50404
Щукин Олег Адольфович,Слесарь,3-й танковый батальон,12253
Меркушев Пантелеймон Семёнович,Радиотелефонист,82-я воздушно-десантная дивизия,32227
Герасимов Трофим Максович,Плотник,3-й танковый батальон,48835
Беляков Вячеслав Ростиславович,Стекольщик,102-й мотострелковый полк,15407
Комаров Ян Артёмович,Старший кочегар,2-я артиллерийская батарея,40685
Блинов Виссарион Миронович,Маляр,2-я артиллерийская батарея,58815
Костин Фрол Кириллович,Гранатометчик,102-й мотострелковый полк,37774
Тарасов Анатолий Эльдарович,Разнорабочий,3-й танковый батальон,22353
Блинов Альфред Русланович,Монтажник,3-й танковый батальон,51982
Архипов Фрол Максович,Смазчик,3-й танковый батальон,46048
Фадеев Арсен Куприянович,Пекарь,102-й мотострелковый полк,11923
Сысоев Вилли Федорович,Механик,3-й танковый батальон,14228
Рябов Игнат Эльдарович,Старший водитель,2-я артиллерийская батарея,18691
Кабанов Артем Валерьянович,Старший кладовщик,102-й мотострелковый полк,31969
Аксёнов Касьян Эльдарович,Монтажник,2-я артиллерийская батарея,33414
Фомичёв Рудольф Онисимович,Кочегар,3-й танковый батальон,44290
Филатов Анатолий Макарович,Вожатый служебных собак,3-й танковый батальон,49151
Ильин Аполлон Федорович,Старший мастер,3-й танковый батальон,28853
Шубин Фрол Вениаминович,Старший плотник,102-й мотострелковый полк,43081
Комаров Дональд Федорович,Старший кок,3-й танковый батальон,12850
Сафонов Бенедикт Николаевич,Плотник,102-й мотострелковый полк,25963
