Костин Герасим Русланович,Гранатометчик,2-я артиллерийская батарея,22682
Ильин Демьян Давидович,Механик-водитель,102-й мотострелковый полк,24088
Федосеев Евдоким Николаевич,Оператор,82-я воздушно-десантная дивизия,38247
Фадеев Роман Всеволодович,Старший радиотелефонист,2-я артиллерийская батарея,56116
Мамонтов Венедикт Альвианович,Помощник начальника автодрома,3-й танковый батальон,56765
Сергеев Аполлон Эльдарович,Сварщик,82-я воздушно-десантная дивизия,46790
Дементьев Кондратий Дмитрьевич,Стрелок,82-я воздушно-десантная дивизия,16595
Кононов Филипп Глебович,Дефектовщик,102-й мотострелковый полк,32826
Зимин Вилли Кириллович,Старший кузнец,3-й танковый батальон,23747
Васильев Станислав Тимурович,Грейдерист,3-й танковый батальон,12165
Шашков Кондрат Евсеевич,Пекарь,2-я артиллерийская батарея,51834
Денисов Илларион Вадимович,Патрульный,3-й танковый батальон,10685
Иванов Виталий Вадимович,Кладовщик,102-й мотострелковый полк,14322
Костин Азарий Парфеньевич,Старший патрульный,3-й танковый батальон,46903
Родионов Устин Кимович,Разнорабочий,3-й танковый батальон,24337
Гуляев Карл Сергеевич,Радиотелефонист,3-й танковый батальон,40786
Силин Корней Русланович,Радиотелефонист,2-я артиллерийская батарея,34591
Сафонов Велорий Альбертович,Старший сапер,102-й мотострелковый полк,59063
Евсеев Варлаам Христофорович,Старший инструментальщик,3-й танковый батальон,15739
Гуляев Дмитрий Богданович,Старший дизелист,82-я воздушно-десантная дивизия,26510
Меркушев Дмитрий Альвианович,Сварщик,2-я артиллерийская батарея,17236
Васильев Пантелеймон Павлович,Старший вожатый служебных собак,82-я воздушно-десантная дивизия,47210
Денисов Виталий Платонович,Наводчик,2-я артиллерийская батарея,21242
Тетерин Донат Улебович,Гранатометчик,82-я воздушно-десантная дивизия,23697
Филиппов Виссарион Германович,Вьюковожатый,3-й танковый батальон,59086
Зиновьев Харитон Романович,Портной,82-я воздушно-десантная дивизия,59921
Титов Рудольф Федосеевич,Старший сварщик,82-я воздушно-десантная дивизия,16054
Мамонтов Исаак Павлович,Огнеметчик,3-й танковый батальон,40034
Филатов Кирилл Миронович,Маляр,2-я артиллерийская батарея,56944
Шашков Фрол Львович,Дрессировщик,3-й танковый батальон,36200
Дементьев Лавр Дмитрьевич,Старший дрессировщик,3-й танковый батальон,37925
Филиппов Мартин Федорович,Пильщик,3-й танковый батальон,52115
Королёв Варлаам Михайлович,Сварщик,102-й мотострелковый полк,33582
Кабанов Кондратий Дмитрьевич,Старший дизелист,82-я воздушно-десантная дивизия,17226
Сафонов Иосиф Христофорович,Стекольщик,3-й танковый батальон,39773
Кабанов Пантелеймон Дмитриевич,Старший сварщик,82-я воздушно-десантная дивизия,27024
Ильин Ким Львович,Механик,102-й мотострелковый полк,47363
Фадеев Герасим Всеволодович,Тракторист,3-й танковый батальон,21985
Кузьмин Осип Юлианович,Старший кочегар,82-я воздушно-десантная дивизия,52215
Архипов Оскар Богданович,Патрульный,3-й танковый батальон,41321
Филатов Бенедикт Демьянович,Наводчик-оператор,3-й танковый батальон,57337
Васильев Ким Тарасович,Дизелист,82-я воздушно-десантная дивизия,10318
Горбачёв Моисей Лукьевич,Портной,2-я артиллерийская батарея,54913
Горбачёв Моисей Якунович,Старший радиотелефонист,102-й мотострелковый полк,27366
Суханов Гавриил Аристархович,Пекарь,82-я воздушно-десантная дивизия,35855
Сафонов Лавр Михайлович,Старший стрелок,102-й мотострелковый полк,31360
Горбачёв Эрнест Максович,Старший вулканизаторщик,3-й танковый батальон,51737
Назаров Азарий Пантелеймонович,Старший дрессировщик,102-й мотострелковый полк,34867
Ильин Иван Валерьянович,Разнорабочий,3-й танковый батальон,13807
Быков Вячеслав Парфеньевич,Механик-водитель,2-я артиллерийская батарея,15776
Константинов Лавр Валерьянович,Смазчик,82-я воздушно-десантная дивизия,23079
Смирнов Донат Якунович,Аппаратчик,2-я артиллерийская батарея,25585
Аксёнов Ефим Борисович,Аппаратчик,3-й танковый батальон,58875
Андреев Демьян Валентинович,Номер расчета,102-й мотострелковый полк,41193
Степанов Юлиан Владимирович,Разведчик,3-й танковый батальон,55270
Костин Харитон Тимурович,Старший кладовщик,2-я артиллерийская батарея,38272
Бобров Артем Артёмович,Закройщик,82-я воздушно-десантная дивизия,29604
Сергеев Людвиг Юрьевич,Монтажник,102-й мотострелковый полк,17148
Дементьев Рудольф Валерьянович,Кинорадиомеханик,102-й мотострелковый полк,46477
Зыков Венедикт Петрович,Старший заправщик,3-й танковый батальон,37763
Смирнов Владислав Онисимович,Стекольщик,3-й танковый батальон,25845
Белоусов Натан Куприянович,Старший вожатый служебных собак,102-й мотострелковый полк,35074
Кондратьев Велорий Олегович,Старший пекарь,82-я воздушно-десантная дивизия,34017
Архипов Прохор Олегович,Старший патрульный,82-я воздушно-десантная дивизия,28894
Воронов Карл Степанович,Механик-водитель,82-я воздушно-десантная дивизия,21518
Буров Кирилл Артёмович,Старший электромонтер,3-й танковый батальон,43322
