Авдеев Арсений Васильевич,Старший оператор,102-й мотострелковый полк,44566
Авдеев Варлам Святославович,Кок,102-й мотострелковый полк,37592
Авдеев Иван Федорович,Медник-жестянщик,102-й мотострелковый полк,26855
Авдеев Харитон Романович,Старший оператор,102-й мотострелковый полк,59808
Агафонов Велорий Миронович,Кладовщик,102-й мотострелковый полк,15029
Агафонов Емельян Всеволодович,Смазчик,102-й мотострелковый полк,58987
Агафонов Исаак Пётрович,Разведчик,102-й мотострелковый полк,17235
Агафонов Исаак Тимурович,Дизелист,102-й мотострелковый полк,52067
Агафонов Оскар Семёнович,Старший кинорадиомеханик,102-й мотострелковый полк,41092
Агафонов Харитон Васильевич,Дрессировщик,102-й мотострелковый полк,42072
Агафонов Харитон Миронович,Старший сварщик,102-й мотострелковый полк,40221
Агафонов Юрий Глебович,Дефектовщик,102-й мотострелковый полк,51853
Агафонов Яков Митрофанович,Монтажник,102-й мотострелковый полк,43492
Аксёнов Вальтер Антонович,Мастер,102-й мотострелковый полк,30623
Аксёнов Гавриил Сергеевич,Механик,102-й мотострелковый полк,31339
Аксёнов Ефим Федотович,Наводчик,102-й мотострелковый полк,34330
Аксёнов Игнат Богданович,Старший гранатометчик,102-й мотострелковый полк,10065
Аксёнов Илларион Лукьевич,Начальник учебного класса,102-й мотострелковый полк,57733
Аксёнов Кондрат Степанович,Старший кочегар,102-й мотострелковый полк,29520
Аксёнов Корней Евсеевич,Дефектовщик,102-й мотострелковый полк,30550
Аксёнов Корнелий Глебович,Начальник учебного класса,102-й мотострелковый полк,35386
Аксёнов Май Платонович,Помощник гранатометчика,102-й мотострелковый полк,17611
Аксёнов Станислав Антонович,Старший дизелист,102-й мотострелковый полк,34423
Аксёнов Федор Олегович,Пильщик,102-й мотострелковый полк,11606
Аксёнов Ян Степанович,Старший мастер,102-й мотострелковый полк,42864
Алексеев Бенедикт Григорьевич,Наводчик,102-й мотострелковый полк,57089
Алексеев Венедикт Натанович,Старший механик-водитель,102-й мотострелковый полк,49446
Алексеев Иосиф Федорович,Аппаратчик,102-й мотострелковый полк,48849
Андреев Абрам Пантелеймонович,Начальник лесопильной рамы,102-й мотострелковый полк,59279
Андреев Владлен Тимурович,Старший пекарь,102-й мотострелковый полк,58929
Андреев Гордей Максович,Стрелок,102-й мотострелковый полк,37445
Андреев Даниил Михайлович,Старший гранатометчик,102-й мотострелковый полк,58750
Андреев Демьян Валентинович,Номер расчета,102-й мотострелковый полк,41193
