Авдеев Абрам Онисимович,Крановщик,102-й мотострелковый полк,33792
Авдеев Анатолий Владимирович,Старший электромонтер,102-й мотострелковый полк,53111
Авдеев Анатолий Дмитрьевич,Старший кладовщик,102-й мотострелковый полк,55073
Авдеев Аполлон Всеволодович,Вулканизаторщик,102-й мотострелковый полк,25958
Авдеев Арсен Оскарович,Старший оператор,102-й мотострелковый полк,26321
Авдеев Артем Борисович,Портной,102-й мотострелковый полк,17831
Авдеев Варлам Тарасович,Аппаратчик,102-й мотострелковый полк,53372
Авдеев Виссарион Вениаминович,Маляр,102-й мотострелковый полк,51123
Авдеев Виталий Евсеевич,Старший пекарь,102-й мотострелковый полк,25211
Авдеев Виталий Пантелеймонович,Старший мастер,102-й мотострелковый полк,18624
Авдеев Владлен Богуславович,Пекарь,102-й мотострелковый полк,22182
Авдеев Владлен Максович,Огнеметчик,102-й мотострелковый полк,19228
Авдеев Гавриил Германович,Сапожник,102-й мотострелковый полк,12398
Авдеев Гавриил Филиппович,Старший заправщик,102-й мотострелковый полк,18069
Авдеев Гавриил Филиппович,Старший водитель,102-й мотострелковый полк,24508
Авдеев Геннадий Вячеславович,Кузнец,102-й мотострелковый полк,15075
Авдеев Герасим Макарович,Старший радиотелефонист,102-й мотострелковый полк,20554
Авдеев Гордей Всеволодович,Вулканизаторщик,102-й мотострелковый полк,30513
Авдеев Гордей Олегович,Разведчик,102-й мотострелковый полк,20017
Авдеев Давид Альвианович,Старший сапер,102-й мотострелковый полк,28389
Авдеев Давид Федосеевич,Наводчик,102-й мотострелковый полк,43943
Авдеев Демьян Демьянович,Старший пекарь,102-й мотострелковый полк,42076
Авдеев Денис Фролович,Сварщик,102-й мотострелковый полк,10747
Авдеев Дональд Владимирович,Монтажник,102-й мотострелковый полк,27889
Авдеев Дональд Всеволодович,Аппаратчик,102-й мотострелковый полк,14362
Авдеев Дональд Георгиевич,Мастер,102-й мотострелковый полк,16041
Авдеев Емельян Витальевич,Кок,102-й мотострелковый полк,46256
Авдеев Иван Петрович,Слесарь,102-й мотострелковый полк,11345
Авдеев Игнат Валерьянович,Старший механик-водитель,102-й мотострелковый полк,14827
Авдеев Илларион Еремеевич,Старший разведчик,102-й мотострелковый полк,25598
Авдеев Илларион Улебович,Старший пильщик,102-й мотострелковый полк,16956
Авдеев Илларион Якунович,Старший радиотелеграфист,102-й мотострелковый полк,40658
Авдеев Иннокентий Антонинович,Старший кок,102-й мотострелковый полк,50742
Авдеев Иннокентий Федосеевич,Стрелок,102-й мотострелковый полк,51192
Авдеев Исаак Геннадьевич,Старший электромонтер,102-й мотострелковый полк,15706
Авдеев Исаак Платонович,Гранатометчик,102-й мотострелковый полк,19947
Авдеев Исаак Юрьевич,Пулеметчик,102-й мотострелковый полк,23921
Авдеев Кассиан Вениаминович,Старший заправщик,102-й мотострелковый полк,49238
Авдеев Касьян Вячеславович,Старший кинорадиомеханик,102-й мотострелковый полк,51784
Авдеев Кирилл Феликсович,Дрессировщик,102-й мотострелковый полк,48490
Авдеев Кондратий Ростиславович,Дизелист,102-й мотострелковый полк,58335
Авдеев Корней Валерьянович,Начальник лесопильной рамы,102-й мотострелковый полк,22363
Авдеев Корнелий Петрович,Гранатометчик,102-й мотострелковый полк,59295
Авдеев Лавр Павлович,Старший сварщик,102-й мотострелковый полк,29406
Авдеев Людвиг Лукьевич,Маляр,102-й мотострелковый полк,51196
Авдеев Людвиг Ростиславович,Огнеметчик,102-й мотострелковый полк,34487
Авдеев Май Платонович,Монтажник,102-й мотострелковый полк,16205
Авдеев Мартин Федосеевич,Дизелист,102-й мотострелковый полк,43406
Авдеев Назарий Андреевич,Старший кочегар,102-й мотострелковый полк,59471
Авдеев Натан Митрофанович,Старший маляр,102-й мотострелковый полк,56527
Авдеев Олег Дмитриевич,Старший кочегар,102-й мотострелковый полк,54953
Авдеев Олег Леонидович,Старший кладовщик,102-й мотострелковый полк,59310
Авдеев Осип Кимович,Старший радиотелефонист,102-й мотострелковый полк,55543
Авдеев Осип Максович,Вулканизаторщик,102-й мотострелковый полк,33378
Авдеев Осип Феликсович,Старший вожатый служебных собак,102-й мотострелковый полк,43397
Авдеев Осип Юлианович,Начальник учебного класса,102-й мотострелковый полк,31670
Авдеев Оскар Вячеславович,Дефектовщик,102-й мотострелковый полк,56538
Авдеев Оскар Донатович,Помощник гранатометчика,102-й мотострелковый полк,50284
Авдеев Оскар Платонович,Наводчик,102-й мотострелковый полк,47667
Авдеев Панкратий Донатович,Дрессировщик,102-й мотострелковый полк,26667
Авдеев Панкратий Федосеевич,Вьюковожатый,102-й мотострелковый полк,57690
Авдеев Пантелеймон Кириллович,Мастер,102-й мотострелковый полк,12055
Авдеев Пантелеймон Тимурович,Старший сапожник,102-й мотострелковый полк,49277
Авдеев Прохор Вениаминович,Аппаратчик,102-й мотострелковый полк,50149
Авдеев Родион Вячеславович,Дрессировщик,102-й мотострелковый полк,42523
Авдеев Родион Парфеньевич,Грейдерист,102-й мотострелковый полк,33306
Авдеев Роман Дмитриевич,Радиотелеграфист,102-й мотострелковый полк,23672
Авдеев Роман Юлианович,Стекольщик,102-й мотострелковый полк,33299
Авдеев Станислав Тихонович,Старший сапожник,102-й мотострелковый полк,26954
Авдеев Устин Вячеславович,Старший сварщик,102-й мотострелковый полк,13460
Авдеев Федор Агафонович,Старший сварщик,102-й мотострелковый полк,44360
Авдеев Федор Константинович,Старший сварщик,102-й мотострелковый полк,36502
Авдеев Фрол Борисович,Вожатый служебных собак,102-й мотострелковый полк,11215
Авдеев Харитон Адольфович,Старший мастер,102-й мотострелковый полк,41324
Авдеев Харитон Михайлович,Начальник лесопильной рамы,102-й мотострелковый полк,44708
Авдеев Эрнест Адольфович,Аппаратчик,102-й мотострелковый полк,11976
Авдеев Юлиан Константинович,Старший разведчик,102-й мотострелковый полк,59958
Авдеев Яков Владимирович,Сапер,102-й мотострелковый полк,10056
Авдеев Яков Глебович,Бурильщик,102-й мотострелковый полк,59910
Авдеев Яков Сергеевич,Каменщик,102-й мотострелковый полк,53574
Авдеев Яков Якунович,Стрелок,102-й мотострелковый полк,38875
Авдеев Ян Георгиевич,Стекольщик,102-й мотострелковый полк,46062
Авдеев Ян Степанович,Крановщик,102-й мотострелковый полк,22885
Агафонов Абрам Пантелеймонович,Кинорадиомеханик,102-й мотострелковый полк,51654
Агафонов Азарий Матвеевич,Кок,102-й мотострелковый полк,29287
Агафонов Анатолий Антонович,Мастер,102-й мотострелковый полк,25844
Агафонов Аполлон Валентинович,Старший радиотелеграфист,102-й мотострелковый полк,37662
Агафонов Арсен Натанович,Старший пулеметчик,102-й мотострелковый полк,10264
Агафонов Архип Аристархович,Пильщик,102-й мотострелковый полк,51176
Агафонов Архип Дмитриевич,Старший электромонтер,102-й мотострелковый полк,33826
Агафонов Вальтер Макарович,Наводчик-оператор,102-й мотострелковый полк,38784
Агафонов Вальтер Петрович,Старший заправщик,102-й мотострелковый полк,13916
Агафонов Варлам Игнатьевич,Старший инструментальщик,102-й мотострелковый полк,54019
Агафонов Венедикт Максович,Вожатый служебных собак,102-й мотострелковый полк,55219
Агафонов Венедикт Эльдарович,Старший разведчик,102-й мотострелковый полк,19243
