Авдеев Абрам Станиславович,Смазчик,102-й мотострелковый полк,49355
Авдеев Альфред Куприянович,Сапожник,102-й мотострелковый полк,41814
Авдеев Арсен Альбертович,Старший пекарь,102-й мотострелковый полк,27205
Авдеев Артем Русланович,Каменщик,102-й мотострелковый полк,58290
Авдеев Виталий Станиславович,Пекарь,102-й мотострелковый полк,27316
Авдеев Владлен Тихонович,Старший пильщик,102-й мотострелковый полк,45384
Авдеев Гавриил Вячеславович,Механик-водитель,102-й мотострелковый полк,44662
Авдеев Геннадий Валерьянович,Радиотелефонист,102-й мотострелковый полк,42536
Авдеев Геннадий Миронович,Патрульный,102-й мотострелковый полк,37471
Авдеев Геннадий Степанович,Старший инструментальщик,102-й мотострелковый полк,32386
Авдеев Герман Кимович,Пильщик,102-й мотострелковый полк,29323
Авдеев Давид Федорович,Старший радиотелефонист,102-й мотострелковый полк,58889
Авдеев Демьян Артёмович,Закройщик,102-й мотострелковый полк,53698
Авдеев Елисей Антонинович,Разнорабочий,102-й мотострелковый полк,21009
Авдеев Иннокентий Богуславович,Старший кладовщик,102-й мотострелковый полк,10115
Авдеев Иннокентий Георгиевич,Начальник учебного класса,102-й мотострелковый полк,16961
Авдеев Кирилл Вадимович,Старший мастер,102-й мотострелковый полк,58386
Авдеев Кондрат Куприянович,Старший заправщик,102-й мотострелковый полк,12507
Авдеев Корней Эльдарович,Старший сварщик,102-й мотострелковый полк,27777
Авдеев Прохор Петрович,Старший гранатометчик,102-й мотострелковый полк,59132
Авдеев Юрий Максович,Стрелок,102-й мотострелковый полк,46100
Агафонов Абрам Григорьевич,Монтажник,102-й мотострелковый полк,38386
Агафонов Арсен Павлович,Старший водитель,102-й мотострелковый полк,26253
Агафонов Артем Андреевич,Старший кочегар,102-й мотострелковый полк,32739
Агафонов Вилли Всеволодович,Смазчик,102-й мотострелковый полк,27533
Агафонов Виссарион Давидович,Вулканизаторщик,102-й мотострелковый полк,52019
Агафонов Виссарион Филиппович,Старший механик-водитель,102-й мотострелковый полк,21288
Агафонов Виталий Всеволодович,Сапожник,102-й мотострелковый полк,37764
Агафонов Владислав Платонович,Плотник,102-й мотострелковый полк,53284
Агафонов Владлен Евсеевич,Кинорадиомеханик,102-й мотострелковый полк,41990
Агафонов Вячеслав Федотович,Старший разведчик,102-й мотострелковый полк,55614
Агафонов Вячеслав Яковлевич,Смазчик,102-й мотострелковый полк,24540
Агафонов Герасим Донатович,Сапожник,102-й мотострелковый полк,57006
Агафонов Донат Фролович,Старший водитель,102-й мотострелковый полк,11331
Агафонов Евдоким Агафонович,Старший водитель,102-й мотострелковый полк,10669
Агафонов Емельян Еремеевич,Начальник лесопильной рамы,102-й мотострелковый полк,38689
Агафонов Иван Витальевич,Гранатометчик,102-й мотострелковый полк,42667
